image_id,source,prompt,evaluation_seed
000000010395,coco-30k,A stuffed bear sitting on the pillow of a bed.,38923
000000219525,coco-30k,a woman walking holding a pink umbrella near a train,49485
000000417164,coco-30k,A parking meter machine covered in ice surrounded by snow.,90045
000000139455,coco-30k,A herd of cattle grazing in a dry field with snow off in the distance.,68680
000000092187,coco-30k,A parking meter with a wooden stick figure on top.,54160
000000020646,coco-30k,A woman in a store examines one of many suitcases.,70708
000000389316,coco-30k,Two young elephants stand next to a wooden fence.,74484
000000045603,coco-30k,A brown cat is sitting in front of a mirror.,24301
000000546667,coco-30k,Two people smile as they ride on an elephant.,68144
000000269280,coco-30k,A man wearing a hat and tie looking at a paper.,42252
000000349611,coco-30k,A man wearing a black and purple outer garment with a paisley tie.,36767
000000138896,coco-30k,Two dump trucks driving down a road past a white pick up truck.,39934
000000336245,coco-30k,A women posing sitting on the chair wearing a beanie.,68746
000000126030,coco-30k,Two big trucks are parked in a parking lot.,63887
000000082059,coco-30k,A multi colored train traveling past a small town.,24307
000000299271,coco-30k,A herd of cattle grazes in a field near a tree.,50337
000000094577,coco-30k,Two men listen as another man speaks to them.,17531
000000143458,coco-30k,a man with a drink wearing  a suit and green tie,38521
000000085787,coco-30k,A child holding an umbrella in the rain. ,65004
000000450970,coco-30k,A group of men carrying luggage standing next to a  busy street.,4180
000000567253,coco-30k,A cow with black spots all over eating grass.,50579
000000182895,coco-30k,A parking lot with a line of parking meters.,45927
000000149364,coco-30k,A yellow moving truck on a snow covered street.,56656
000000543895,coco-30k,Two men squatting outside a store looking at a frisbee.,4200
000000522020,coco-30k,A close up of a hairy white cat outside.,52720
000000156416,coco-30k,Three people wade waist-deep in the ocean while playing Frisbee.,99461
000000194411,coco-30k,An elephant and a bunch of cattle at a watering hole. ,52660
000000378765,coco-30k,a black bear rests it's head on a tipped over log,55191
000000111325,coco-30k,a small child and a group of cows,14906
000000045830,coco-30k,A black cat laying on top of a suitcase in a room. ,69799
000000401935,coco-30k,a single red white and yellow train engine on the tracks,88057
000000035899,coco-30k,some red and yellow leaves and some thin green trees,45495
000000378823,coco-30k,Man herding some skinny cows in a street.,65986
000000505335,coco-30k,A group of people stand out side with umbrellas.,83402
000000421757,coco-30k,Two boats are floating on the river near the shore.,80312
000000467931,coco-30k,Two men sitting around a laptop looking at the screen.,84042
000000572184,coco-30k,Two black cats looking at each other in a window.,19142
000000004620,coco-30k,A close up photo of parking meter on a street. ,30740
000000286253,coco-30k,A herd of cows crossing an empty road.,68949
000000512118,coco-30k,Two dogs are fighting over a toy banana,21568
000000133778,coco-30k,A young calf drinks from its mother's udders,90986
000000531581,coco-30k,Three young children who appear to be impoverished stand together in the street.,31525
000000136722,coco-30k,A train travels around the bend of a grassy area.,856
000000490178,coco-30k,a small child holding on to his luggage,67240
000000570516,coco-30k,Semi truck parked on the street in front of a building.,45709
000000452263,coco-30k,A bear peaks out behind the grass in the woods.,49709
000000457943,coco-30k,A dog carrying a Frisbee at a dog competition.,88796
000000230661,coco-30k,A colorful truck parked outside  at a parking meter,86008
000000113736,coco-30k,A man in water waiters sits in a river as he watches a baby bear run by.,94333
000000522576,coco-30k,A woman with a painted face holds an umbrella.,90391
000000050238,coco-30k,An old red fire truck parked at a car show with on lookers.,40964
000000391684,coco-30k,An elephant in the water inside its exhibit.,25593
000000573877,coco-30k,An orange tabby cat that appears to be reading a computer screen or watching the mouse..,19742
000000565624,coco-30k,Two elephants walking around inside of a grassy enclosure.,86802
000000549297,coco-30k,A young boy standing with luggage as adults are socializing.,10545
000000465272,coco-30k,People walk by a fountain holding umbrellas as it rains.,11578
000000273323,coco-30k,A boat that is on the dock still attached. ,82498
000000576612,coco-30k,A close up image of a cat sitting on a couch. ,99141
000000051249,coco-30k,A long train moves down the tracks on a cloudy day,31141
000000383397,coco-30k,A woman is sitting on a cinder block next to a trailer. ,72688
000000465295,coco-30k,A blurry cat sits on top of a bright television.,66529
000000168129,coco-30k,an elephant stading behind some tall grasses and staring at the camera,79612
000000289716,coco-30k,this is an image of a yorkie in a small bag.,94193
000000428336,coco-30k,This is an image of a woman with an umbrella with a sign on it.,5762
000000352549,coco-30k,a black kitten sits in a designer bag,31986
000000554142,coco-30k,A trunk filled with plants with a mirror behind it.,44975
000000558114,coco-30k,Basketball players walking on court with coach in wearing dark suit.,96088
000000272097,coco-30k,a gladiator movie dvd case on a travel luggage bag,48029
000000163684,coco-30k,A dirty dog holds a stick in its mouth in the winter.,35722
000000496597,coco-30k,Two people riding a small boat across a massive lake surrounded by mountains.,74610
000000465180,coco-30k,People with elephants doing various activities in a river.,7306
000000552945,coco-30k,a girl stands by an elephant near some trees,66892
000000290659,coco-30k,A calico cat standing on top of an upholstered chair.,75106
000000379144,coco-30k,A blue dump truck driving down the highway.,75896
000000207509,coco-30k,A labrador dog holds a frisbee in its mouth.,94835
000000513724,coco-30k,People stand and look at a real painted elephant.,92545
000000444879,coco-30k,A small train traveling down the  railroad tracks.,26011
000000257557,coco-30k,a forklift sitting in front of a factory,60188
000000201305,coco-30k,A young girl standing on a red carpet with her leg up in the air.,78981
000000028293,coco-30k,A green truck traveling down a road with a wooden flatbed.,64938
000000226631,coco-30k,A cruise ship rests in front of a dock with buildings in the background.,43000
000000094355,coco-30k,A brown bear runs in the grass beside a body of water.,71063
000000170950,coco-30k,A man carrying apiece of luggage on a sidewalk.,12898
000000119134,coco-30k,A woman sitting in a chair while holding a young child.,61808
000000444324,coco-30k,The man is standing in front of a door.,37664
000000437231,coco-30k,The two dogs are sitting on a chair.,85406
000000575933,coco-30k,"A young man stands by a gate, holding an umbrella, nearby to a stream.",38665
000000385586,coco-30k,A large boat traveling slowly trough a harbor.,9293
000000067776,coco-30k,Two yellow pieces of luggage sitting on a sidewalk.,8146
000000490081,coco-30k,Two white horses pulling a man on a wagon down a dirt road.,98040
000000055139,coco-30k,small boats parked in the ocean at sunset,45228
000000242615,coco-30k,Two neatly made beds with matching walls in a room. ,1743
000000004395,coco-30k,A man in a shirt and tie motioning with his hand.,88825
000000492805,coco-30k,A train traveling near a bridge next to wild plants.,29056
000000483074,coco-30k,Dogs in a field with green grass during the day.,61710
000000139781,coco-30k,A lady flying a kite in a neighborhood while there is daylight.,85883
000000278290,coco-30k,To men in cloaks ride skateboards down the sidewalk.,8983
000000338255,coco-30k,A train pulls up alongside a paved waiting area.,55035
000000576084,coco-30k,A man milking a cow during the day.,25381
000000147425,coco-30k,A cat in a dark room standing up on all fours.,21839
000000112581,coco-30k,a person in a clothing store wearing a hat,75013
000000301429,coco-30k,a couple of black dogs laying down in a white chair,18568
000000551459,coco-30k,A baby elephant curls its trunk into its mouth beside mud or water.,46651
000000199940,coco-30k,A black cat rubbing up against a bottle of wine.,26771
000000360504,coco-30k,The clear pool stood empty as people stood around nearby.  ,21526
000000178512,coco-30k,A fleet of ship floating on a lake next to a shore.,60933
000000142484,coco-30k,A cat rolling around a chair on it's back.,71932
000000023023,coco-30k,Three pieces of luggage sitting on a floor in front of a curtain.,38405
000000162088,coco-30k,A creepy woman holding a clear umbrella next to a forest.,79016
000000175633,coco-30k,A large sailboat docked near the coast with a smaller boat.,52607
000000288501,coco-30k,A herd of brown cows standing in a field behind a wire fence.,37650
000000383494,coco-30k,A small cat laying in the arms of a large teddy bear.,32180
000000245716,coco-30k,A man wearing a grey suit and tie in a room.,53630
000000576820,coco-30k,A line of people checking in their luggage at an airport.,31090
000000287970,coco-30k,A large elephant standing in front of the capital building in Washington DC.,18365
000000532976,coco-30k,a park with food trucks park out front ,36915
000000346006,coco-30k,Yellow utility truck parked inside a warehouse by itself. ,82524
000000225130,coco-30k,The statue of a painted elephant with a target on it.,74518
000000350386,coco-30k,Two gentleman standing next to each other in an office.,85749
000000131418,coco-30k,Three people walking down a sidewalk while holding umbrellas.,14254
000000106896,coco-30k,An elephant in the river holding something with its trunk,80810
000000062296,coco-30k,A harbor filled with boats surrounded by buildings.,27089
000000200605,coco-30k,a woman holding an umbrella walking down a wet sidewalk,2551
000000014380,coco-30k,A steel truss bridge carries a roadway over a rail yard.,75367
000000310757,coco-30k,A dog wearing a yellow jacket kissing a dog laying on the ground.,79868
000000539326,coco-30k,Cattle grazing on a green grass covered field.,22754
000000155571,coco-30k,An elephant walking across a green grass covered field.,43730
000000197528,coco-30k,A cat sitting on a window sill behind mini blinds.,82401
000000064048,coco-30k,People riding an elephant through crops next to an odd shaped mountain.,9009
000000020904,coco-30k,A group of people walking down a sidewalk holing umbrellas.,86038
000000134288,coco-30k,An single orange is sitting on a table.,91671
000000137370,coco-30k,A man standing next to a pile of luggage at an airport.,695
000000035074,coco-30k,A cat sitting on a pan in an oven.,43425
000000283977,coco-30k,Two large trey elephants standing next to a man wearing a blue uniform.,73633
000000507421,coco-30k,Two stuffed bears seated at a table for a meal.,89617
000000145684,coco-30k,Woman standing in her snow boots with an umbrella. ,98575
000000214832,coco-30k,Line of black cows eating hay from a hay bale.,57761
000000041199,coco-30k,A man is sitting at a harbor with a market place.,69555
000000230175,coco-30k,A family is grouped on a sun porch for a photo.,90089
000000565670,coco-30k,Man looking in mirror while adjusting his pokka dot tie.,78524
000000429580,coco-30k,People playing Frisbee with a drown and white dog.,93570
000000177149,coco-30k,There is a garbage truck surrounded by people on a road,70132
000000218561,coco-30k,A dog holds a frisbee with the side of its mouth,41636
000000457768,coco-30k,A spotted cat poses on the lavatory in a bathroom.,77236
000000173385,coco-30k,An elephant is walking on a pile of sand outside a building.,59784
000000267434,coco-30k,A herd of cows are standing in a green field.,99313
000000002154,coco-30k,A grocery cart filled with clothing and sheets sits next to some boxes under a tree on the sidewalk of a city street near a bench.,7835
000000263613,coco-30k,"Horse, cow, leopard and a lady looking at the camera.",37513
000000381630,coco-30k,Subway train and tracks in an urban environment.  ,57723
000000207635,coco-30k,A man in black shorts with a yellow frisby.,37124
000000064446,coco-30k,A cruise ship is sailing close to the shore as two adults and a child walk through the sand.,34269
000000233383,coco-30k,A group of horses gathered in a pasture.,21360
000000498557,coco-30k,Train cars and a dry stream-bed along a roadside.,94799
000000413377,coco-30k,A man in a tuxedo is holding a rale.,31259
000000121876,coco-30k,A polar bear stands over an orange disc in his enclosure. ,73358
000000316879,coco-30k,People are camping outside with their bags and under an umbrella.,95012
000000296032,coco-30k,A cat sits on a window sill behind the blinds.,79548
000000534151,coco-30k,an elephant in a field of grass with trees near by,12107
000000027975,coco-30k,A dog walking down the middle of a street next to a store lined sidewalk.,98799
000000380993,coco-30k,A black and white photo of a man running across the street.,51760
000000333737,coco-30k,A man with a white umbrella posing with some foliage.,4215
000000253746,coco-30k,A MAN IN A SHIRT AND TIE SMILING FOR THE CAMERA,23143
000000520043,coco-30k,A truck parked by other vehicles covered in graffiti.,69388
000000034321,coco-30k,A little chihuahua puppy laying with his stuffed bear,11189
000000237207,coco-30k,Two semi trucks are face to face along side a roadway.,56264
000000145480,coco-30k,a parking meter with a pink candle on top of it,67195
000000328111,coco-30k,The cars are traveling in opposite directions down the two way road.,76294
000000464857,coco-30k,The man is sticking his tongue out at the camera.,5722
000000133690,coco-30k,a person holding a dog sitting on a couch ,6292
000000500389,coco-30k,A brown cow walking through a tree filled forest.,98381
000000253362,coco-30k,A hand reaching out to a brown and white cow. ,18071
000000422280,coco-30k,Luggage on a carousel at a crowded airport.,48566
000000062347,coco-30k,a man standing on a red boat out on a large body of water.,26760
000000211618,coco-30k,A cow in front of another cow standing in a grassy field.,41989
000000406377,coco-30k,A train trailing a plume of white smoke crosses a bridge.,17842
000000264497,coco-30k,two yong men in kilts are having a conversation ,29742
000000190362,coco-30k,A person pushing a cart with luggage on it.,82743
000000233023,coco-30k,A man looking after an elephant in some exotic country.,57628
000000158950,coco-30k,A blue and yellow train progressing on a track.,87238
000000338595,coco-30k,A large group of people walking through the rain holding umbrellas. ,82672
000000529590,coco-30k,A bearded man in glasses and his cat,75253
000000196798,coco-30k,A parade of circus elephants lead by an SUV.,74807
000000383435,coco-30k,a white cat sitting next to  a pair of white hi top sneakers.,10195
000000134199,coco-30k,A young elephant walks near a herd of other elephants.,54805
000000570693,coco-30k,A group of cows cross a desert road.,41610
000000572069,coco-30k,"A cow is eating grass in a pasture, the cow is red.",795
000000270515,coco-30k,a lot of luggage bags in the center of a room,16044
000000167166,coco-30k,A semi truck unattached to a trailer sits in park,15220
000000166868,coco-30k,many cows in a field of green grass behind a fence,13233
000000082180,coco-30k,A teddy bear and a stuffed raccoon sitting on a faded wooden outdoor chair.,78394
000000130527,coco-30k,a group of cows grazing in a green grass wire fenced pasture.,15023
000000433652,coco-30k,A small teddy bear is on a strange chair.,57711
000000186413,coco-30k,A cow laying on a green field next to it's baby.,79034
000000307341,coco-30k,a person riding skis on a snowy slope,51762
000000256220,coco-30k,An overhead view of a city street has an empty lot below.,73395
000000239198,coco-30k,A cow standing in shallow water next to a wooded forest.,11015
000000504700,coco-30k,A man in a suit stands in front of a bus,92465
000000161032,coco-30k,A woman holding a red and white umbrella while standing in a cave.,95351
000000288955,coco-30k,Shaggy dog gets dinner served on a plate.,96966
000000116825,coco-30k,A cat leans over a desk and paws at an army knife. ,3529
000000166995,coco-30k,A big brown dog sitting in the back of a red truck.,14518
000000235124,coco-30k,A stone and sand area leading to a slope with stone and grass terrain.,57160
000000071361,coco-30k,a young boy playing with an elephant while a baby elephant watches,16084
000000192685,coco-30k,A cattle runs across the grassy field in the day.,38262
000000322762,coco-30k,An elephant standing in the dry grass at the edge of water.,10739
000000121783,coco-30k,Grown cat sitting in front of a closed door leading outside. ,85045
000000483352,coco-30k,A metal parking meter sitting in a parking garage.,6826
000000388085,coco-30k,people crossing a city street in the rain,17286
000000489861,coco-30k,A green and red dump truck parked behind a building ,73981
000000052712,coco-30k,a red and a black suitcase a rug  and some flowers,12891
000000533979,coco-30k,an elephant standing alone on a cement floor behind a wired fence.,68597
000000434580,coco-30k,A pretty young lady using a laptop computer with a black cat on top of it.,53125
000000465537,coco-30k,A red car parked in front of a parking meter on a street.,78093
000000125072,coco-30k,Cattle grazing on grass near a lake surrounded by mountain..,99993
000000407457,coco-30k,A parking meter  in front of an over grown wall.,37112
000000044347,coco-30k,A kid bikes with his bag attached to the back.,53918
000000416827,coco-30k,A train traveling down railroad tracks through a countryside.,51640
000000309237,coco-30k,A cat laying on top of a couch next to a remote control.,31708
000000182541,coco-30k,two people sailing down a stream in a blue canoe.,58078
000000286583,coco-30k,a group of people crossing the street while holding umbrellas in the rain.,37685
000000436218,coco-30k,a man with a suit and tie and glasses and a pie chart,25003
000000134555,coco-30k,An elephant in the zoo behind a large fence,72284
000000171970,coco-30k,two men riding in the back of a blue truck while driving down the street.,1990
000000544104,coco-30k,Waterway will all kinds of boats moored and docked.,91131
000000557447,coco-30k,A businessman sitting at a desk with a folder containing documents.,14194
000000061515,coco-30k,Two bears standing on a grassy hill facing each other. ,12494
000000366484,coco-30k,A dog sleeps in a carrier  inside a mans coat.,20990
000000246454,coco-30k,Girl bending down with hand bag on her shoulder petting two dogs.,75424
000000518914,coco-30k,An image of indoor restaurant and raining outdoors,48366
000000273416,coco-30k,A man stands outside a shop selling various items.,45829
000000224093,coco-30k,A field with a bunch of cows grazing.,87204
000000091343,coco-30k,A dog standing in a kitchen with a toy. ,59390
000000224220,coco-30k,People are in a small boat with green oars.,57101
000000220678,coco-30k,A cow is standing still with a plastic apparatus on his hip end.,43023
000000578292,coco-30k,A little boy is holding on to a stop sign.,56869
000000004229,coco-30k,Two adults and one baby elephant walking in the wilderness,80338
000000070258,coco-30k,Five kids playing with frisbees on a sunny day.,2768
000000176891,coco-30k,A little child kneels down beside of a calf.,2864
000000209147,coco-30k,A treacherous road next to a rocky cliff is shown.,27411
000000373089,coco-30k,A train is shown stopped at a train station.,61925
000000575624,coco-30k,A group of cows relaxing in the grass in front of a barn.,65091
000000537695,coco-30k,A cow has a ring in its nose near two men.,5269
000000241273,coco-30k,A convoy of dump trucks make their way past the supermarket.,76147
000000198658,coco-30k,A woman is using a laptop on the couch as a black and white cat lays on the keyboard.,43286
000000409198,coco-30k,Man on a marked field holding a frisbee in his hand. ,88973
000000476417,coco-30k,This is an image of a panda eating bamboo.,60183
000000455157,coco-30k,Man sitting at a picnic table using a laptop shaded by an umbrella.,95862
000000368961,coco-30k,Two mini elephants walking  toward people on a plank ,46554
000000524382,coco-30k,several dogs behind a crate with hay on the ground,95692
000000206587,coco-30k,A train makes its way down a track next to an open field.,84939
000000549268,coco-30k,A man and woman riding on an elephant.,8853
000000239351,coco-30k,A man and a woman sanding on a dirt road while holding an umbrella.,38002
000000170147,coco-30k,A little girl is wearing a coat and boots while holding an umbrella on a dirt road.,71859
000000104002,coco-30k,Large group of cattle moving around a field together. ,34
000000226315,coco-30k,A train traveling past a water tower next to a forest.,50545
000000418435,coco-30k,A parking meter sitting on a sidewalk next to a parked red car.,4148
000000171062,coco-30k,A cat sits on a table and watches television,10001
000000285908,coco-30k,A polar bear with snow on its fur sticking its tongue out.,41423
000000009707,coco-30k,A beach scene with chairs and umbrellas and birds in the sky.,33162
000000424284,coco-30k,Flowers sitting on the deck of a light green boat.,77550
000000574413,coco-30k,Three people standing on the back of an elephant.,18811
000000089487,coco-30k,The man is holding his tie with his right hand.,70259
000000491017,coco-30k,Several men in leather lingerie walking and one holding an umbrella.,94732
000000057812,coco-30k,A cat and a kitten laying on a bed next to a laptop.,19310
000000398220,coco-30k,A yellow box truck with graffiti on its side.,77295
000000070353,coco-30k,A cat laying on the arm of a chair in a living room.,19439
000000517832,coco-30k,A small black dog sitting in an orange checkered chair.,46322
000000181403,coco-30k,A jean skirt has a bottom on it made of ties.,98047
000000493612,coco-30k,A herd of brown cattle standing on a grass covered field next to a  river.,40838
000000420791,coco-30k,Boats docked in a harbor next to tall buildings.,86471
000000129062,coco-30k,A hotdog stand with outside seating and bright lights.,90990
000000289995,coco-30k,Farmers market with people looking at fruits and vegetables,46069
000000144929,coco-30k,A young girl jumping into the air while holding an umbrella.,11647
000000501382,coco-30k,A person wearing sandels standing in front of a cat.,1631
000000054718,coco-30k,A group of muddy elephants standing by rocks.,8328
000000110509,coco-30k,A young girl using a cellphone while sitting next to luggage.,27976
000000043448,coco-30k,A baby and adult elephant are standing by large rocks.,85616
000000040705,coco-30k,A man staring ahead at the camera with a neutral expression.,57554
000000564352,coco-30k,Guy watches boat drive by on the water.,8636
000000415183,coco-30k,A group of people walking down a snow covered path with cats and horses.,98184
000000060052,coco-30k,A woman twirling a floral print parasol umbrella.,70080
000000041635,coco-30k,Three cows standing on a grass field under a cloudy sky.,84561
000000102466,coco-30k,A boat going through the water in a canal.,79248
000000239395,coco-30k,An old motorcycle parked on the side street with an umbrella over it.,31536
000000153207,coco-30k,A stop sign before a traffic control booth on a highway.,97859
000000339678,coco-30k,A man holding an umbrella next to a frozen over fire hydrant.,10085
000000279395,coco-30k,A boat floating past a bridge on a river.,29206
000000511662,coco-30k,A large cruise ship sailing next to a sandy beach.,83518
000000477288,coco-30k,Several men in costume gather together under their umbrellas.,74712
000000358024,coco-30k,A man and a young boy pull luggage next to each other.,10388
000000577840,coco-30k,A pretty young girl sitting in a luggage cart next to a bag of luggage.,85592
000000412887,coco-30k,"Though not the smartest animals in the world, the cow still has a friendly face.",290
000000020333,coco-30k,A young child squats down in front of a bowl.,96994
000000067551,coco-30k,Group of people riding on the back of large elephant. ,62300
000000364125,coco-30k,Two people behind umbrellas stand facing a body of water.,75636
000000180013,coco-30k,A STREET WITH CARS AND CONSTRUCTION WORKERS WORKING.,11292
000000262993,coco-30k,A goat standing in front of a store next to a metal hook.,10083
000000264110,coco-30k,A stuffed animal sleeping in a miniature bed under a blanket.,35309
000000259112,coco-30k,A bald cat sleeping on a blanket on top of a bed.,46314
000000506874,coco-30k,A group of people at a party sitting next to a red umbrella.,56968
000000482848,coco-30k,A young boy holding an umbrella while standing on a wooden deck.,28877
000000401991,coco-30k,A white dog laying next to a cat on a bed.,12149
000000436603,coco-30k,A brown teddy bear laying in bed under a blanket.,31132
000000121188,coco-30k,A large boat sailing across a large lake.,81779
000000141508,coco-30k,A blue piece of luggage sitting on a hard wood floor next to pairs of shoes.,29143
000000301993,coco-30k,A man in a shirt and tie making a creepy face.,90937
000000555357,coco-30k,A herd of cattle grazing on a lush green hillside under storm clouds.,81106
000000136846,coco-30k,A large truck driving past a shopping center on a rain covered road.,92007
000000425481,coco-30k,A man sanding on a colorful rug wearing a tie.,4850
000000477826,coco-30k,Two white sheep standing next to each other on a grassy field.,80357
000000354978,coco-30k,A man and a woman standing next to each other in front of a crowd.,15158
000000469599,coco-30k,An inner city back street lined with vendors,65751
000000113413,coco-30k,A large ship sailing across a lake next to shore.,17276
000000386803,coco-30k,People rowing several canoes on a small pond.,94951
000000398507,coco-30k,A fleet of green army trucks parked on a grass covered field.,658
000000566264,coco-30k,A dog swimming in the ocean by itself.,31398
000000035599,coco-30k,Cafe tables with table cloths and orange umbrellas over them.,64141
000000239618,coco-30k,A captive elephant bellows from behind the fence.,78786
000000222430,coco-30k,A man looks straight ahead sitting at a desk.,38905
000000465267,coco-30k,A cat is sitting in front of a tv looking at a similar cat on screen.,74155
000000234963,coco-30k,A rural city has some food trucks on the corner.,59375
000000006906,coco-30k,A man presenting something to another man in a tent.,71848
000000216254,coco-30k,a stop sign hanging from a small shack,9505
000000005282,coco-30k,a boat floating on a lake through a brick bridge,77020
000000298261,coco-30k,a pink truck with a wine bottle on the side,96644
000000380117,coco-30k,A cat is laying curled up on a table surrounded by greenery.,3669
000000129706,coco-30k,A man is dressed like a clown magician while pointing at a picture on his cell phone.,13430
000000002690,coco-30k,An inlet filled with boats of all kinds.,76131
000000484321,coco-30k,A small boat leaning to it's side is on the beach.,69539
000000122549,coco-30k,A black and white photo of a man wearing several ties.,43010
000000126110,coco-30k,The dog is perched on the seat of the car looking out the window,28600
000000042201,coco-30k,The man with black outfit and royal blue necktie poses for a photo at the event,17835
000000168817,coco-30k,A cat lies asleep on top of a remote control.,94155
000000300214,coco-30k,A man in a suit and tie is sitting on a bench.,31267
000000574706,coco-30k,A cat is looking out of a glass door with a reflection.,2036
000000443537,coco-30k,A cat and dog are close together on a bed.,77565
000000472864,coco-30k,Cattle are grazing and laying on a green field.,70674
000000115075,coco-30k,a person walking down a sidewalk holding a colorful umbrella,82352
000000199438,coco-30k,a man and woman in a canoe with a young child holding oars,80877
000000409156,coco-30k,A woman is making her way out of a rather large suitcase.,23150
000000327656,coco-30k,a man with a backpack sitting in front of a semi,63385
000000216841,coco-30k,Lots and lots and lots of very colorful ties,22700
000000199641,coco-30k,A dog leaping outside to catch a frisbee.,34955
000000247984,coco-30k,Several pieces of luggage with extendable handles deployed.,48186
000000109750,coco-30k,A small metal motor boat on a lake.,98364
000000348931,coco-30k,An elephant is walking in an open area with a log on the ground behind him.,80989
000000115088,coco-30k,Tall green pine trees in back of large grassy field.,39532
000000183967,coco-30k,a cat sitting on top of a dining room table set with wine glasses,9272
000000531594,coco-30k,A black cat lies on a wood desk.,33250
000000009679,coco-30k,A suitcase bag packed with roller skates hanging from the top and back of it.,67282
000000498716,coco-30k,Two cats laying near a vase and two candles. ,63473
000000441432,coco-30k,An umbrella and other things in a trash can.,76981
000000311392,coco-30k,A black and white cow at market in her stall.,43284
000000401951,coco-30k,A building has a fire truck near it on the street with a man on a lift.,38627
000000184611,coco-30k,Guy pedals a bike through a small village.,2316
000000223123,coco-30k,A field of cows being looked at over bushes.,27456
000000577033,coco-30k,A group of four men riding a rowboat across a river.,41941
000000249809,coco-30k,A yellow skateboard wheel touching the pavement on a sunny day,57522
000000405531,coco-30k,A woman in a bright yellow rain slicker stands with a red umbrella next to an old brick structure.,98714
000000402357,coco-30k,An elephant in a zoo walks toward the camera. ,27247
000000148570,coco-30k,"Three men are wearing identical black suits, vests, ties and shiny black shoes.",90417
000000422375,coco-30k,A person in a suit takes a photo of themselves in the mirror.,35875
000000312388,coco-30k,An orange cat sleeping inside of a piece of luggage.,32115
000000272111,coco-30k,a row of umbrellas opened advertising a beer company,74337
000000061025,coco-30k,a wireless  computer mouse on a wooden table ,50171
000000518006,coco-30k,A room filled with two pieced of brown luggage and a mannequin wearing a shirt.,47704
000000008021,coco-30k,A presenter projected on a large screen at a conference.,21230
000000079229,coco-30k,a dog following a man on his horse in a field,39745
000000125107,coco-30k,A pug chews on a large water bottle. ,51248
000000145549,coco-30k,A pile of surfboards and kayaks sitting on a storage lot.,27839
000000253455,coco-30k,Several people wait at an airport baggage claim. ,98689
000000026762,coco-30k,"A mother elephant nuzzling her young, baby elephant.",50775
000000047589,coco-30k,A flower in a tree that is blooming.,41594
000000463785,coco-30k,some people umbrellas and two boats on some water,11349
000000093333,coco-30k,A cowboy leads a cow through a paddock.,60264
000000074280,coco-30k,A boat sails through frigid water with icebergs.,36893
000000039589,coco-30k,A black cat laying next to a box of donuts.,2323
000000403315,coco-30k,A husky dog is carrying a frisbee in a park.,4777
000000301061,coco-30k,A person is moving green hay towards an elephant that is inside the back of a white truck.,37475
000000234370,coco-30k,An elephant in a field touches its nose to its mouth.,32633
000000394251,coco-30k,A fleet of semi trucks driving through orange traffic cones.,748
000000047425,coco-30k,A black cat playing with a pair of shoes on a stool,59676
000000489304,coco-30k,A baggage handler moves some luggage towards its destination.,87162
000000192730,coco-30k,Three cows are standing on the pavement next to a gate with three structures in the background.,96724
000000576385,coco-30k,Several tables with chairs and umbrellas with people sitting at some of them.,77242
000000283849,coco-30k,A brown bear walks through a grassy field.,67646
000000145668,coco-30k,A gray and white cat sitting on a grey office chair.,4863
000000351904,coco-30k,The town square is covered by many inches of snow.,87999
000000520996,coco-30k,The elephant stands in the dirt and extends its snout over the fence.,73169
000000496485,coco-30k,A small boat sailing on a large body of water.,71926
000000188078,coco-30k,A black piece of luggage sitting next to a tire donut.,72355
000000392251,coco-30k,An elephant walking behind a large wire cage.,82030
000000443887,coco-30k,A cat sitting on top of a brick pillar next to a bunch of statues.,4760
000000162685,coco-30k,A group of people standing in a bathroom while man puts on a tie.,27194
000000092416,coco-30k,A young man holding a bottle of beer while wearing a suit.,8045
000000360137,coco-30k,A person leaning up against a metal rail while holding a rainbow colored umbrella.,45672
000000097334,coco-30k,A family of grey elephants walking through a lush green field.,74672
000000429063,coco-30k,A woman standing in front of a bench covered in luggage.,88326
000000102912,coco-30k,A couple of gray elephants standing next to each other in a wire cage.,50960
000000247428,coco-30k,Small kitten warming up to a shy dog.,4769
000000248270,coco-30k,Two boats resting ashore on a wide river.,55164
000000209346,coco-30k,A woman carrying a red piece of luggage next to a chair.,58364
000000427820,coco-30k,an old photo of a large group of children,8743
000000046905,coco-30k,a dog and a cat sit on chairs near each other,11181
000000025138,coco-30k,A cat standing on top of an open laptop computer.,620
000000061660,coco-30k,a business truck with graffiti written on it,97898
000000467818,coco-30k,A couple of elephants standing in shallow water.,76237
000000160220,coco-30k,A group of elephants standing next to a cement tower on a dirt field.,5908
000000576513,coco-30k,A pony and a dog are outside in the hay.,19229
000000107741,coco-30k,there is no picture in this particular one.,61805
000000121112,coco-30k,two cats in an office space looking at the camera,34794
000000104626,coco-30k,A truck parked near a tent and a stadium. ,18814
000000448868,coco-30k,A line of oil trucks driving down a street,78568
000000109454,coco-30k,A young man holding up a green bottle as he drinks,3052
000000251888,coco-30k,A ship in the water sailing past the city in the background,55729
000000053345,coco-30k,Some elephants grazing around outside in front of  brick housing.,22149
000000088094,coco-30k,A steam train coming through town with houses in the back.,21759
000000163970,coco-30k,A big flatbed truck with the flag of the United Kingdom. ,14162
000000377946,coco-30k,A yellow food truck parked close to a car,23848
000000160243,coco-30k,A red truck driving along a snow covered street,37823
000000145405,coco-30k,Two woman sharing an umbrella as they walk,94676
000000136117,coco-30k,Two open suitcases filled with a variety of snacks,90886
